Area Code,Date,Market,Market Size,Product,Product Length,Product Line,Product Combined,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Marketing,Profit,Sales,Variance Column,Total Expenses,Order Date,Year,Month,Day,Day Name,Days Since Order,Month End Date,Customer Name,Clean Name,Trimmed Name,Proper Name,Hyphen Name,City,City Upper,City Lower,Location Combined,Full Location,Promo Code,Promo Check,Promo Missing Check,Full Product,,Display Today’s Date,Display Current Date and Time
262,41395,Central,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Wisconsin,Regular,90,140,40,230,92,599,129,83,23,219,79,104,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Wisconsin, Central","LONDON, Wisconsin (Central Market)",SAVE10,Not Blank,Avalable,Beans - Colombian,,,
715,41395,Central,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Wisconsin,Decaf,90,120,80,210,87,472,117,28,86,202,82,51,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Wisconsin, Central","SYDNEY, Wisconsin (Central Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
475,41395,East,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Connecticut,Decaf,50,80,40,130,77,529,96,29,46,171,91,59,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Connecticut, East","NEW YORK, Connecticut (East Market)",,Blank,Missing,Leaves - Lemon,,,
203,41395,East,Small Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Connecticut,Decaf,50,60,40,110,68,998,80,21,52,147,87,39,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,DELHI,DELHI,delhi,"DELHI, Connecticut, East","DELHI, Connecticut (East Market)",,Blank,Missing,Leaves - Mint,,,
475,41395,East,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Connecticut,Regular,40,70,50,110,44,844,65,12,58,108,38,21,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Connecticut, East","LONDON, Connecticut (East Market)",,Blank,Missing,Leaves - Darjeeling,,,
860,41395,East,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Connecticut,Regular,20,40,30,60,23,787,34,6,23,56,16,16,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Connecticut, East","SYDNEY, Connecticut (East Market)",,Blank,Missing,Leaves - Green Tea,,,
475,41395,East,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Connecticut,Regular,100,160,110,260,110,1020,165,36,135,273,113,62,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Connecticut, East","NEW YORK, Connecticut (East Market)",SAVE10,Not Blank,Avalable,Beans - Colombian,,,
203,41395,East,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Connecticut,Regular,60,90,20,150,64,551,90,58,4,153,63,81,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Connecticut, East","DELHI, Connecticut (East Market)",,Blank,Missing,Beans - Caffe Mocha,,,
860,41395,East,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,48,334,65,15,30,112,42,40,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,LoNDoN,LONDON,london,"LONDON, Connecticut, East","LONDON, Connecticut (East Market)",,Blank,Missing,Beans - Decaf Espresso,,,
786,41395,East,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Florida,Decaf,30,50,30,80,48,599,62,15,48,109,59,25,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, Florida, East","SYDNEY, Florida (East Market)",,Blank,Missing,Leaves - Chamomile,,,
904,41395,East,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Florida,Decaf,40,60,30,100,58,338,72,22,23,129,69,51,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, Florida, East","NEW YORK, Florida (East Market)",,Blank,Missing,Leaves - Lemon,,,
941,41395,East,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,Florida,Decaf,50,80,50,130,78,995,92,24,65,168,88,42,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, Florida, East","DELHI, Florida (East Market)",,Blank,Missing,Leaves - Mint,,,
863,41395,East,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Florida,Regular,30,60,40,90,36,838,53,10,44,88,28,20,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, Florida, East","LONDON, Florida (East Market)",SAVE10,Not Blank,Avalable,Leaves - Darjeeling,,,
321,41395,East,Major Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Florida,Regular,50,90,70,140,53,803,77,14,72,129,39,23,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Florida, East","SYDNEY, Florida (East Market)",,Blank,Missing,Leaves - Green Tea,,,
754,41395,East,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Florida,Regular,90,130,90,220,94,697,141,31,108,233,103,59,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Florida, East","NEW YORK, Florida (East Market)",,Blank,Missing,Beans - Colombian,,,
863,41395,East,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Florida,Decaf,100,150,100,250,114,555,159,35,138,271,121,55,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Florida, East","DELHI, Florida (East Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
850,41395,East,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Florida,Regular,80,130,40,210,92,599,129,83,23,219,89,104,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Florida, East","LONDON, Florida (East Market)",,Blank,Missing,Beans - Caffe Mocha,,,
786,41395,East,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Florida,Decaf,80,110,70,190,87,472,117,28,86,202,92,51,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Florida, East","SYDNEY, Florida (East Market)",,Blank,Missing,Beans - Decaf Espresso,,,
413,41395,East,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Massachusetts,Decaf,40,50,20,90,53,361,65,20,17,117,67,49,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,new york,NEW YORK,new york,"NEW YORK, Massachusetts, East","NEW YORK, Massachusetts (East Market)",SAVE10,Not Blank,Avalable,Leaves - Lemon,,,
774,41395,East,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,Massachusetts,Regular,30,40,30,70,29,835,42,8,30,70,30,19,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Massachusetts, East","DELHI, Massachusetts (East Market)",,Blank,Missing,Leaves - Darjeeling,,,
781,41395,East,Major Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,Massachusetts,Regular,20,30,20,50,20,464,29,5,17,49,19,16,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Massachusetts, East","LONDON, Massachusetts (East Market)",,Blank,Missing,Leaves - Green Tea,,,
351,41395,East,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Massachusetts,Regular,60,460,430,520,64,-663,487,21,599,546,86,49,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Massachusetts, East","SYDNEY, Massachusetts (East Market)",,Blank,Missing,Beans - Colombian,,,
413,41395,East,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Massachusetts,Regular,50,60,0,110,53,491,61,48,-22,113,53,72,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Massachusetts, East","NEW YORK, Massachusetts (East Market)",,Blank,Missing,Beans - Caffe Mocha,,,
781,41395,East,Major Market,Regular Espresso,16,Beans,Beans - Regular Espresso,Espresso,Massachusetts,Regular,140,150,100,290,149,1156,149,41,116,295,145,60,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,DELHI,DELHI,delhi,"DELHI, Massachusetts, East","DELHI, Massachusetts (East Market)",,Blank,Missing,Beans - Regular Espresso,,,
603,41395,East,Small Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,New Hampshire,Regular,0,40,30,40,0,645,43,0,44,43,3,10,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, New Hampshire, East","LONDON, New Hampshire (East Market)",SAVE10,Not Blank,Avalable,Leaves - Green Tea,,,
603,41395,East,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,New Hampshire,Decaf,20,40,10,60,36,212,45,13,-1,80,40,43,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, New Hampshire, East","SYDNEY, New Hampshire (East Market)",,Blank,Missing,Leaves - Lemon,,,
603,41395,East,Small Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,New Hampshire,Regular,20,30,20,50,20,829,29,5,17,49,19,16,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, New Hampshire, East","NEW YORK, New Hampshire (East Market)",,Blank,Missing,Leaves - Darjeeling,,,
603,41395,East,Small Market,Amaretto,8,Beans,Beans - Amaretto,Coffee,New Hampshire,Regular,40,70,40,110,51,265,74,16,48,124,54,36,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, New Hampshire, East","DELHI, New Hampshire (East Market)",,Blank,Missing,Beans - Amaretto,,,
603,41395,East,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,New Hampshire,Regular,40,80,50,120,52,397,80,17,43,131,51,46,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,LoNDoN,LONDON,london,"LONDON, New Hampshire, East","LONDON, New Hampshire (East Market)",,Blank,Missing,Beans - Colombian,,,
603,41395,East,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,New Hampshire,Regular,40,60,10,100,43,282,61,39,-10,103,43,63,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, New Hampshire, East","SYDNEY, New Hampshire (East Market)",,Blank,Missing,Beans - Caffe Mocha,,,
603,41395,East,Small Market,Regular Espresso,16,Beans,Beans - Regular Espresso,Espresso,New Hampshire,Regular,30,40,0,70,34,182,42,12,-4,75,35,42,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, New Hampshire, East","NEW YORK, New Hampshire (East Market)",SAVE10,Not Blank,Avalable,Beans - Regular Espresso,,,
212,41395,East,Major Market,Green Tea,9,Leaves,Leaves - Green Tea,Tea,New York,Regular,90,130,100,220,86,499,124,24,123,208,78,33,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, New York, East","DELHI, New York (East Market)",,Blank,Missing,Leaves - Green Tea,,,
518,41395,East,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,New York,Decaf,200,300,200,500,265,1613,386,100,348,645,345,125,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, New York, East","LONDON, New York (East Market)",,Blank,Missing,Leaves - Lemon,,,
607,41395,East,Major Market,Mint,4,Leaves,Leaves - Mint,Herbal Tea,New York,Decaf,170,-20,-90,150,235,2169,-37,72,-181,196,216,87,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,sydney,SYDNEY,sydney,"SYDNEY, New York, East","SYDNEY, New York (East Market)",,Blank,Missing,Leaves - Mint,,,
516,41395,East,Major Market,Darjeeling,10,Leaves,Leaves - Darjeeling,Tea,New York,Regular,110,160,120,270,104,871,152,29,155,254,94,37,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, New York, East","NEW YORK, New York (East Market)",,Blank,Missing,Leaves - Darjeeling,,,
646,41395,East,Major Market,Earl Grey,9,Leaves,Leaves - Earl Grey,Tea,New York,Regular,110,160,120,270,104,821,152,29,153,254,94,38,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, New York, East","DELHI, New York (East Market)",,Blank,Missing,Leaves - Earl Grey,,,
646,41395,East,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,New York,Regular,280,430,300,710,302,2250,454,105,407,749,319,148,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, New York, East","LONDON, New York (East Market)",SAVE10,Not Blank,Avalable,Beans - Colombian,,,
646,41395,East,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,New York,Regular,110,-50,-180,60,121,1673,-52,109,-269,68,118,133,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, New York, East","SYDNEY, New York (East Market)",,Blank,Missing,Beans - Caffe Mocha,,,
516,41395,East,Major Market,Regular Espresso,16,Beans,Beans - Regular Espresso,Espresso,New York,Regular,240,290,210,530,260,1271,283,72,258,538,248,89,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,new york,NEW YORK,new york,"NEW YORK, New York, East","NEW YORK, New York (East Market)",,Blank,Missing,Beans - Regular Espresso,,,
985,41395,South,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Louisiana,Decaf,40,60,40,100,48,599,63,15,48,110,50,26,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Louisiana, South","DELHI, Louisiana (South Market)",,Blank,Missing,Leaves - Chamomile,,,
337,41395,South,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Louisiana,Decaf,70,90,40,160,77,529,96,29,46,171,81,59,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Louisiana, South","LONDON, Louisiana (South Market)",,Blank,Missing,Leaves - Lemon,,,
318,41395,South,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Louisiana,Regular,50,70,50,120,40,793,59,11,50,98,28,21,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Louisiana, South","SYDNEY, Louisiana (South Market)",,Blank,Missing,Beans - Colombian,,,
337,41395,South,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Louisiana,Decaf,60,100,80,160,53,803,77,14,72,129,29,23,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Louisiana, South","NEW YORK, Louisiana (South Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Irish Cream,,,
985,41395,South,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Louisiana,Regular,50,80,10,130,64,-113,90,58,4,153,73,81,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,DELHI,DELHI,delhi,"DELHI, Louisiana, South","DELHI, Louisiana (South Market)",,Blank,Missing,Beans - Caffe Latte,,,
985,41395,South,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Louisiana,Regular,40,70,50,110,48,351,82,14,61,129,59,35,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Louisiana, South","LONDON, Louisiana (South Market)",,Blank,Missing,Beans - Caffe Mocha,,,
225,41395,South,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Louisiana,Decaf,30,60,40,90,45,410,65,14,39,109,49,34,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Louisiana, South","SYDNEY, Louisiana (South Market)",,Blank,Missing,Beans - Decaf Espresso,,,
505,41395,South,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,New Mexico,Decaf,10,30,20,40,20,829,29,5,17,49,19,16,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, New Mexico, South","NEW YORK, New Mexico (South Market)",,Blank,Missing,Leaves - Chamomile,,,
505,41395,South,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,New Mexico,Decaf,20,40,20,60,31,976,37,9,10,67,27,28,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, New Mexico, South","DELHI, New Mexico (South Market)",,Blank,Missing,Leaves - Lemon,,,
505,41395,South,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,New Mexico,Regular,60,100,60,160,52,397,80,17,43,131,31,46,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,LoNDoN,LONDON,london,"LONDON, New Mexico, South","LONDON, New Mexico (South Market)",SAVE10,Not Blank,Avalable,Beans - Colombian,,,
505,41395,South,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,New Mexico,Decaf,120,50,10,170,98,973,38,30,-21,135,85,49,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,sydney,SYDNEY,sydney,"SYDNEY, New Mexico, South","SYDNEY, New Mexico (South Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
505,41395,South,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,New Mexico,Regular,20,40,10,60,34,-104,42,12,-6,75,35,43,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,new york,NEW YORK,new york,"NEW YORK, New Mexico, South","NEW YORK, New Mexico (South Market)",,Blank,Missing,Beans - Caffe Latte,,,
505,41395,South,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,New Mexico,Regular,30,50,0,80,43,282,61,39,-10,103,53,63,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,DELHI,DELHI,delhi,"DELHI, New Mexico, South","DELHI, New Mexico (South Market)",,Blank,Missing,Beans - Caffe Mocha,,,
505,41395,South,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,New Mexico,Decaf,30,40,10,70,39,212,53,12,19,91,51,36,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,LoNDoN,LONDON,london,"LONDON, New Mexico, South","LONDON, New Mexico (South Market)",,Blank,Missing,Beans - Decaf Espresso,,,
405,41395,South,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Oklahoma,Decaf,50,70,20,120,58,338,72,22,23,129,59,51,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,sydney,SYDNEY,sydney,"SYDNEY, Oklahoma, South","SYDNEY, Oklahoma (South Market)",,Blank,Missing,Leaves - Chamomile,,,
580,41395,South,Small Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Oklahoma,Decaf,80,130,40,210,92,599,129,83,23,219,89,104,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,new york,NEW YORK,new york,"NEW YORK, Oklahoma, South","NEW YORK, Oklahoma (South Market)",SAVE10,Not Blank,Avalable,Leaves - Lemon,,,
918,41395,South,Small Market,Colombian,9,Beans,Beans - Colombian,Coffee,Oklahoma,Regular,50,70,50,120,43,602,56,14,41,98,28,24,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,DELHI,DELHI,delhi,"DELHI, Oklahoma, South","DELHI, Oklahoma (South Market)",,Blank,Missing,Beans - Colombian,,,
918,41395,South,Small Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Oklahoma,Decaf,30,50,40,80,29,835,42,8,30,70,20,19,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,LoNDoN,LONDON,london,"LONDON, Oklahoma, South","LONDON, Oklahoma (South Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
918,41395,South,Small Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Oklahoma,Regular,90,140,100,230,114,-387,159,35,139,271,131,54,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,sydney,SYDNEY,sydney,"SYDNEY, Oklahoma, South","SYDNEY, Oklahoma (South Market)",,Blank,Missing,Beans - Caffe Latte,,,
918,41395,South,Small Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Oklahoma,Regular,10,30,30,40,20,464,29,5,18,49,19,15,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,new york,NEW YORK,new york,"NEW YORK, Oklahoma, South","NEW YORK, Oklahoma (South Market)",,Blank,Missing,Beans - Caffe Mocha,,,
580,41395,South,Small Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Oklahoma,Decaf,80,120,80,200,94,697,141,31,109,233,113,58,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,DELHI,DELHI,delhi,"DELHI, Oklahoma, South","DELHI, Oklahoma (South Market)",,Blank,Missing,Beans - Decaf Espresso,,,
915,41395,South,Major Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Texas,Decaf,40,80,50,120,52,361,71,17,37,122,42,41,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,LoNDoN,LONDON,london,"LONDON, Texas, South","LONDON, Texas (South Market)",SAVE10,Not Blank,Avalable,Leaves - Chamomile,,,
254,41395,South,Major Market,Lemon,5,Leaves,Leaves - Lemon,Herbal Tea,Texas,Decaf,40,60,30,100,42,384,61,13,35,102,42,33,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,sydney,SYDNEY,sydney,"SYDNEY, Texas, South","SYDNEY, Texas (South Market)",,Blank,Missing,Leaves - Lemon,,,
817,41395,South,Major Market,Colombian,9,Beans,Beans - Colombian,Coffee,Texas,Regular,290,350,270,640,235,1060,277,72,253,507,157,87,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,new york,NEW YORK,new york,"NEW YORK, Texas, South","NEW YORK, Texas (South Market)",,Blank,Missing,Beans - Colombian,,,
281,41395,South,Major Market,Decaf Irish Cream,17,Beans,Beans - Decaf Irish Cream,Coffee,Texas,Decaf,100,130,100,230,83,584,107,27,94,188,58,36,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,,,,,,DELHI,DELHI,delhi,"DELHI, Texas, South","DELHI, Texas (South Market)",,Blank,Missing,Beans - Decaf Irish Cream,,,
409,41395,South,Major Market,Caffe Latte,11,Beans,Beans - Caffe Latte,Espresso,Texas,Regular,50,80,50,130,64,-161,96,21,61,159,79,48,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,john   doe,john   doe,john doe,John Doe,john-doe,LoNDoN,LONDON,london,"LONDON, Texas, South","LONDON, Texas (South Market)",,Blank,Missing,Beans - Caffe Latte,,,
830,41395,South,Major Market,Caffe Mocha,11,Beans,Beans - Caffe Mocha,Espresso,Texas,Regular,80,140,120,220,104,821,152,29,155,254,114,37,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,MARY ann,MARY ann,MARY ann,Mary Ann,MARY-ann,sydney,SYDNEY,sydney,"SYDNEY, Texas, South","SYDNEY, Texas (South Market)",,Blank,Missing,Beans - Caffe Mocha,,,
254,41395,South,Major Market,Decaf Espresso,14,Beans,Beans - Decaf Espresso,Espresso,Texas,Decaf,70,110,90,180,86,499,124,24,121,208,98,33,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,roBERT  SMITH,roBERT  SMITH,roBERT SMITH,Robert Smith,roBERT-SMITH,new york,NEW YORK,new york,"NEW YORK, Texas, South","NEW YORK, Texas (South Market)",SAVE10,Not Blank,Avalable,Beans - Decaf Espresso,,,
435,41395,West,Small Market,Chamomile,9,Leaves,Leaves - Chamomile,Herbal Tea,Utah,Decaf,40,70,40,110,51,265,74,16,47,124,54,37,1-May-2013,2013,5,1,Wednesday,4672,31-May-2013,alice,alice,alice,Alice,alice,DELHI,DELHI,delhi,"DELHI, Utah, West","DELHI, Utah (West Market)",,Blank,Missing,Leaves - Chamomile,,,
